"CountryName","CountryCode","Country","Year","SeriesCode","EconIndMetric","EconomicIndictor"
"Australia","AUS","Australia",2018,"TG.VAL.TOTL.GD.ZS",34.474890116151,"Merch Trade Pct GDP"
"Australia","AUS","Australia",2019,"TG.VAL.TOTL.GD.ZS",35.3869112868585,"Merch Trade Pct GDP"
"Australia","AUS","Australia",2020,"TG.VAL.TOTL.GD.ZS",34.769876740779,"Merch Trade Pct GDP"
"Australia","AUS","Australia",2011,"SP.POP.TOTL",22340024,"Population"
"Australia","AUS","Australia",2012,"SP.POP.TOTL",22733465,"Population"
"Australia","AUS","Australia",2013,"SP.POP.TOTL",23128129,"Population"
"Australia","AUS","Australia",2014,"SP.POP.TOTL",23475686,"Population"
"Australia","AUS","Australia",2015,"SP.POP.TOTL",23815995,"Population"
"Australia","AUS","Australia",2016,"SP.POP.TOTL",24190907,"Population"
"Australia","AUS","Australia",2017,"SP.POP.TOTL",24601860,"Population"
"Australia","AUS","Australia",2018,"SP.POP.TOTL",24982688,"Population"
"Australia","AUS","Australia",2019,"SP.POP.TOTL",25365745,"Population"
"Australia","AUS","Australia",2020,"SP.POP.TOTL",25687041,"Population"
"Australia","AUS","Australia",2011,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2012,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2013,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2014,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2015,"SE.ENR.PRSC.FM.ZS",0.925260007381439,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2016,"SE.ENR.PRSC.FM.ZS",0.925170004367828,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2017,"SE.ENR.PRSC.FM.ZS",0.937539994716644,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2018,"SE.ENR.PRSC.FM.ZS",0.968850016593933,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2019,"SE.ENR.PRSC.FM.ZS",0.964070022106171,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2020,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Australia","AUS","Australia",2011,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2012,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2013,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2014,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2015,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2016,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2017,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2018,"AG.SRF.TOTL.K2",7741220,"Surface Area sqkm"
"Australia","AUS","Australia",2019,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"Australia","AUS","Australia",2020,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"Brazil","BRA","Brazil",2011,"NE.EXP.GNFS.ZS",11.5825126782808,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2012,"NE.EXP.GNFS.ZS",11.8775390673678,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2013,"NE.EXP.GNFS.ZS",11.7422306432624,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2014,"NE.EXP.GNFS.ZS",11.0119428207843,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2015,"NE.EXP.GNFS.ZS",12.9001914177405,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2016,"NE.EXP.GNFS.ZS",12.4666790443888,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2017,"NE.EXP.GNFS.ZS",12.5189678685484,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2018,"NE.EXP.GNFS.ZS",14.6349994952986,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2019,"NE.EXP.GNFS.ZS",14.1053621286953,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2020,"NE.EXP.GNFS.ZS",16.870854838818,"Exports G & S Pct GDP"
"Brazil","BRA","Brazil",2011,"NY.GDP.MKTP.CD",2616156606666.62,"GDP"
"Brazil","BRA","Brazil",2012,"NY.GDP.MKTP.CD",2465228293894.01,"GDP"
"Brazil","BRA","Brazil",2013,"NY.GDP.MKTP.CD",2472819362216.69,"GDP"
"Brazil","BRA","Brazil",2014,"NY.GDP.MKTP.CD",2456043766028.73,"GDP"
"Brazil","BRA","Brazil",2015,"NY.GDP.MKTP.CD",1802211999538.68,"GDP"
"Brazil","BRA","Brazil",2016,"NY.GDP.MKTP.CD",1795693265810.23,"GDP"
"Brazil","BRA","Brazil",2017,"NY.GDP.MKTP.CD",2063514688761.98,"GDP"
"Brazil","BRA","Brazil",2018,"NY.GDP.MKTP.CD",1916933708381.89,"GDP"
"Brazil","BRA","Brazil",2019,"NY.GDP.MKTP.CD",1877824273720.78,"GDP"
"Brazil","BRA","Brazil",2020,"NY.GDP.MKTP.CD",1444733258971.65,"GDP"
"Brazil","BRA","Brazil",2011,"NY.GDP.MKTP.KD.ZG",3.97442307944702,"GDP Pct Growth"
"Brazil","BRA","Brazil",2012,"NY.GDP.MKTP.KD.ZG",1.92117598509462,"GDP Pct Growth"
"Brazil","BRA","Brazil",2013,"NY.GDP.MKTP.KD.ZG",3.0048226702888,"GDP Pct Growth"
"Brazil","BRA","Brazil",2014,"NY.GDP.MKTP.KD.ZG",0.503955740273241,"GDP Pct Growth"
"Brazil","BRA","Brazil",2015,"NY.GDP.MKTP.KD.ZG",-3.54576339347278,"GDP Pct Growth"
"Brazil","BRA","Brazil",2016,"NY.GDP.MKTP.KD.ZG",-3.2759169063211,"GDP Pct Growth"
"Brazil","BRA","Brazil",2017,"NY.GDP.MKTP.KD.ZG",1.32286905390815,"GDP Pct Growth"
"Brazil","BRA","Brazil",2018,"NY.GDP.MKTP.KD.ZG",1.78366676137003,"GDP Pct Growth"
"Brazil","BRA","Brazil",2019,"NY.GDP.MKTP.KD.ZG",1.41115298506995,"GDP Pct Growth"
"Brazil","BRA","Brazil",2020,"NY.GDP.MKTP.KD.ZG",-4.05904827267271,"GDP Pct Growth"
"Brazil","BRA","Brazil",2011,"NE.IMP.GNFS.ZS",12.3518924993294,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2012,"NE.IMP.GNFS.ZS",13.2367345412855,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2013,"NE.IMP.GNFS.ZS",14.0437266803948,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2014,"NE.IMP.GNFS.ZS",13.6734629958056,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2015,"NE.IMP.GNFS.ZS",14.0534345199388,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2016,"NE.IMP.GNFS.ZS",12.067003034456,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2017,"NE.IMP.GNFS.ZS",11.8007665046081,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2018,"NE.IMP.GNFS.ZS",14.2412038821035,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2019,"NE.IMP.GNFS.ZS",14.3505751865419,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2020,"NE.IMP.GNFS.ZS",15.4834410410785,"Imports G & S Pct GDP"
"Brazil","BRA","Brazil",2011,"TG.VAL.TOTL.GD.ZS",18.8445905242714,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2012,"TG.VAL.TOTL.GD.ZS",19.3075830412509,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2013,"TG.VAL.TOTL.GD.ZS",19.9201772489532,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2014,"TG.VAL.TOTL.GD.ZS",18.9026354669027,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2015,"TG.VAL.TOTL.GD.ZS",20.542810728969,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2016,"TG.VAL.TOTL.GD.ZS",18.3017337235329,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2017,"TG.VAL.TOTL.GD.ZS",18.1865436695851,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2018,"TG.VAL.TOTL.GD.ZS",22.3183513404402,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2019,"TG.VAL.TOTL.GD.ZS",21.8206253766281,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2020,"TG.VAL.TOTL.GD.ZS",26.036224864633,"Merch Trade Pct GDP"
"Brazil","BRA","Brazil",2011,"SP.POP.TOTL",197514541,"Population"
"Brazil","BRA","Brazil",2012,"SP.POP.TOTL",199287292,"Population"
"Brazil","BRA","Brazil",2013,"SP.POP.TOTL",201035904,"Population"
"Brazil","BRA","Brazil",2014,"SP.POP.TOTL",202763744,"Population"
"Brazil","BRA","Brazil",2015,"SP.POP.TOTL",204471759,"Population"
"Brazil","BRA","Brazil",2016,"SP.POP.TOTL",206163056,"Population"
"Brazil","BRA","Brazil",2017,"SP.POP.TOTL",207833825,"Population"
"Brazil","BRA","Brazil",2018,"SP.POP.TOTL",209469320,"Population"
"Brazil","BRA","Brazil",2019,"SP.POP.TOTL",211049519,"Population"
"Brazil","BRA","Brazil",2020,"SP.POP.TOTL",212559409,"Population"
"Brazil","BRA","Brazil",2011,"SE.ENR.PRSC.FM.ZS",1.02467000484467,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2012,"SE.ENR.PRSC.FM.ZS",1.03052997589111,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2013,"SE.ENR.PRSC.FM.ZS",1.02643001079559,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2014,"SE.ENR.PRSC.FM.ZS",1.0327399969101,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2015,"SE.ENR.PRSC.FM.ZS",1.01532995700836,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2016,"SE.ENR.PRSC.FM.ZS",1.017009973526,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2017,"SE.ENR.PRSC.FM.ZS",1.00376999378204,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2018,"SE.ENR.PRSC.FM.ZS",1.00705003738403,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2019,"SE.ENR.PRSC.FM.ZS",1.01245999336243,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2020,"SE.ENR.PRSC.FM.ZS",0,"School Enrollment PrimSec GPI"
"Brazil","BRA","Brazil",2011,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2012,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2013,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2014,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2015,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2016,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2017,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2018,"AG.SRF.TOTL.K2",8515770,"Surface Area sqkm"
"Brazil","BRA","Brazil",2019,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"Brazil","BRA","Brazil",2020,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"China","CHN","China",2011,"NE.EXP.GNFS.ZS",26.5681893451605,"Exports G & S Pct GDP"
"China","CHN","China",2012,"NE.EXP.GNFS.ZS",25.4925222245396,"Exports G & S Pct GDP"
"China","CHN","China",2013,"NE.EXP.GNFS.ZS",24.599254436897,"Exports G & S Pct GDP"
"China","CHN","China",2014,"NE.EXP.GNFS.ZS",23.5100609074235,"Exports G & S Pct GDP"
"China","CHN","China",2015,"NE.EXP.GNFS.ZS",21.3540798828848,"Exports G & S Pct GDP"
"China","CHN","China",2016,"NE.EXP.GNFS.ZS",19.5843800536482,"Exports G & S Pct GDP"
"China","CHN","China",2017,"NE.EXP.GNFS.ZS",19.6922769882201,"Exports G & S Pct GDP"
"China","CHN","China",2018,"NE.EXP.GNFS.ZS",19.1121035364139,"Exports G & S Pct GDP"
"China","CHN","China",2019,"NE.EXP.GNFS.ZS",18.4099923582526,"Exports G & S Pct GDP"
"China","CHN","China",2020,"NE.EXP.GNFS.ZS",18.4969112496804,"Exports G & S Pct GDP"
"China","CHN","China",2011,"NY.GDP.MKTP.CD",7551500124197.17,"GDP"
"China","CHN","China",2012,"NY.GDP.MKTP.CD",8532229986993.65,"GDP"
"China","CHN","China",2013,"NY.GDP.MKTP.CD",9570406235659.64,"GDP"
"China","CHN","China",2014,"NY.GDP.MKTP.CD",10475682920597.7,"GDP"
"China","CHN","China",2015,"NY.GDP.MKTP.CD",11061553079871.5,"GDP"
"China","CHN","China",2016,"NY.GDP.MKTP.CD",11233276536744.7,"GDP"
"China","CHN","China",2017,"NY.GDP.MKTP.CD",12310409370894.2,"GDP"
"China","CHN","China",2018,"NY.GDP.MKTP.CD",13894817549380.3,"GDP"
"China","CHN","China",2019,"NY.GDP.MKTP.CD",14279937467431,"GDP"
"China","CHN","China",2020,"NY.GDP.MKTP.CD",14722730697890.1,"GDP"
"China","CHN","China",2011,"NY.GDP.MKTP.KD.ZG",9.55083217886229,"GDP Pct Growth"
"China","CHN","China",2012,"NY.GDP.MKTP.KD.ZG",7.86373644866194,"GDP Pct Growth"
"China","CHN","China",2013,"NY.GDP.MKTP.KD.ZG",7.766150097539,"GDP Pct Growth"
"China","CHN","China",2014,"NY.GDP.MKTP.KD.ZG",7.42576365645755,"GDP Pct Growth"
"China","CHN","China",2015,"NY.GDP.MKTP.KD.ZG",7.04132887865481,"GDP Pct Growth"
"China","CHN","China",2016,"NY.GDP.MKTP.KD.ZG",6.84876220503246,"GDP Pct Growth"
"China","CHN","China",2017,"NY.GDP.MKTP.KD.ZG",6.94720079327288,"GDP Pct Growth"
"China","CHN","China",2018,"NY.GDP.MKTP.KD.ZG",6.74977383247717,"GDP Pct Growth"
"China","CHN","China",2019,"NY.GDP.MKTP.KD.ZG",5.94971423273162,"GDP Pct Growth"
"China","CHN","China",2020,"NY.GDP.MKTP.KD.ZG",2.3475135727457,"GDP Pct Growth"
"China","CHN","China",2011,"NE.IMP.GNFS.ZS",24.1727152412604,"Imports G & S Pct GDP"
"China","CHN","China",2012,"NE.IMP.GNFS.ZS",22.7750001428637,"Imports G & S Pct GDP"
"China","CHN","China",2013,"NE.IMP.GNFS.ZS",22.1451211404583,"Imports G & S Pct GDP"
"China","CHN","China",2014,"NE.IMP.GNFS.ZS",21.3951550469261,"Imports G & S Pct GDP"
"China","CHN","China",2015,"NE.IMP.GNFS.ZS",18.110089452417,"Imports G & S Pct GDP"
"China","CHN","China",2016,"NE.IMP.GNFS.ZS",17.3100349631628,"Imports G & S Pct GDP"
"China","CHN","China",2017,"NE.IMP.GNFS.ZS",17.9401362522062,"Imports G & S Pct GDP"
"China","CHN","China",2018,"NE.IMP.GNFS.ZS",18.4536805657234,"Imports G & S Pct GDP"
"China","CHN","China",2019,"NE.IMP.GNFS.ZS",17.4801037593744,"Imports G & S Pct GDP"
"China","CHN","China",2020,"NE.IMP.GNFS.ZS",16.0099766083437,"Imports G & S Pct GDP"
"China","CHN","China",2011,"TG.VAL.TOTL.GD.ZS",48.2270401920596,"Merch Trade Pct GDP"
"China","CHN","China",2012,"TG.VAL.TOTL.GD.ZS",45.3236610580699,"Merch Trade Pct GDP"
"China","CHN","China",2013,"TG.VAL.TOTL.GD.ZS",43.4568282431257,"Merch Trade Pct GDP"
"China","CHN","China",2014,"TG.VAL.TOTL.GD.ZS",41.0620103014207,"Merch Trade Pct GDP"
"China","CHN","China",2015,"TG.VAL.TOTL.GD.ZS",35.7366996429574,"Merch Trade Pct GDP"
"China","CHN","China",2016,"TG.VAL.TOTL.GD.ZS",32.8092786458549,"Merch Trade Pct GDP"
"China","CHN","China",2017,"TG.VAL.TOTL.GD.ZS",33.3631309589963,"Merch Trade Pct GDP"
"China","CHN","China",2018,"TG.VAL.TOTL.GD.ZS",33.2673889640686,"Merch Trade Pct GDP"
"China","CHN","China",2019,"TG.VAL.TOTL.GD.ZS",32.0578644720325,"Merch Trade Pct GDP"
"China","CHN","China",2020,"TG.VAL.TOTL.GD.ZS",31.5664131563992,"Merch Trade Pct GDP"
"China","CHN","China",2011,"SP.POP.TOTL",1345035000,"Population"
"China","CHN","China",2012,"SP.POP.TOTL",1354190000,"Population"
"China","CHN","China",2013,"SP.POP.TOTL",1363240000,"Population"
"China","CHN","China",2014,"SP.POP.TOTL",1371860000,"Population"
"China","CHN","China",2015,"SP.POP.TOTL",1379860000,"Population"
"China","CHN","China",2016,"SP.POP.TOTL",1387790000,"Population"
"China","CHN","China",2017,"SP.POP.TOTL",1396215000,"Population"
"China","CHN","China",2018,"SP.POP.TOTL",1402760000,"Population"
"China","CHN","China",2019,"SP.POP.TOTL",1407745000,"Population"
"China","CHN","China",2020,"SP.POP.TOTL",1410929362,"Population"
"China","CHN","China",2011,"SE.ENR.PRSC.FM.ZS",0.992420017719269,"School Enrollment PrimSec GPI"
"China","CHN","China",2012,"SE.ENR.PRSC.FM.ZS",0.997179985046387,"School Enrollment PrimSec GPI"
"China","CHN","China",2013,"SE.ENR.PRSC.FM.ZS",1.00609004497528,"School Enrollment PrimSec GPI"
"China","CHN","China",2014,"SE.ENR.PRSC.FM.ZS",1.00947999954224,"School Enrollment PrimSec GPI"
"China","CHN","China",2015,"SE.ENR.PRSC.FM.ZS",1.01157999038696,"School Enrollment PrimSec GPI"
"China","CHN","China",2016,"SE.ENR.PRSC.FM.ZS",1.01013994216919,"School Enrollment PrimSec GPI"
"China","CHN","China",2017,"SE.ENR.PRSC.FM.ZS",1.01321995258331,"School Enrollment PrimSec GPI"
"China","CHN","China",2018,"SE.ENR.PRSC.FM.ZS",1.01431000232697,"School Enrollment PrimSec GPI"
"China","CHN","China",2019,"SE.ENR.PRSC.FM.ZS",1.01529002189636,"School Enrollment PrimSec GPI"
"China","CHN","China",2020,"SE.ENR.PRSC.FM.ZS",1.01286995410919,"School Enrollment PrimSec GPI"
"China","CHN","China",2011,"AG.SRF.TOTL.K2",9600000.9,"Surface Area sqkm"
"China","CHN","China",2012,"AG.SRF.TOTL.K2",9600000.9,"Surface Area sqkm"
"China","CHN","China",2013,"AG.SRF.TOTL.K2",9600001.3,"Surface Area sqkm"
"China","CHN","China",2014,"AG.SRF.TOTL.K2",9600006.3,"Surface Area sqkm"
"China","CHN","China",2015,"AG.SRF.TOTL.K2",9600007.4,"Surface Area sqkm"
"China","CHN","China",2016,"AG.SRF.TOTL.K2",9600010.5,"Surface Area sqkm"
"China","CHN","China",2017,"AG.SRF.TOTL.K2",9600010.8,"Surface Area sqkm"
"China","CHN","China",2018,"AG.SRF.TOTL.K2",9600012.9,"Surface Area sqkm"
"China","CHN","China",2019,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"China","CHN","China",2020,"AG.SRF.TOTL.K2",0,"Surface Area sqkm"
"France","FRA","France",2011,"NE.EXP.GNFS.ZS",28.4213374764194,"Exports G & S Pct GDP"
"France","FRA","France",2012,"NE.EXP.GNFS.ZS",29.2030271868495,"Exports G & S Pct GDP"
"France","FRA","France",2013,"NE.EXP.GNFS.ZS",29.3647378670492,"Exports G & S Pct GDP"
"France","FRA","France",2014,"NE.EXP.GNFS.ZS",29.666684498073,"Exports G & S Pct GDP"
"France","FRA","France",2015,"NE.EXP.GNFS.ZS",30.5926223781313,"Exports G & S Pct GDP"
"France","FRA","France",2016,"NE.EXP.GNFS.ZS",30.2475371833945,"Exports G & S Pct GDP"
"France","FRA","France",2017,"NE.EXP.GNFS.ZS",30.9486331871,"Exports G & S Pct GDP"
"France","FRA","France",2018,"NE.EXP.GNFS.ZS",31.7136672102555,"Exports G & S Pct GDP"
"France","FRA","France",2019,"NE.EXP.GNFS.ZS",31.5920554143668,"Exports G & S Pct GDP"
"France","FRA","France",2020,"NE.EXP.GNFS.ZS",27.8736440773647,"Exports G & S Pct GDP"
"France","FRA","France",2011,"NY.GDP.MKTP.CD",2861408170264.6,"GDP"
"France","FRA","France",2012,"NY.GDP.MKTP.CD",2683825225092.63,"GDP"
"France","FRA","France",2013,"NY.GDP.MKTP.CD",2811077725703.59,"GDP"
"France","FRA","France",2014,"NY.GDP.MKTP.CD",2852165760630.27,"GDP"
"France","FRA","France",2015,"NY.GDP.MKTP.CD",2438207896251.84,"GDP"
"France","FRA","France",2016,"NY.GDP.MKTP.CD",2471285607081.72,"GDP"
"France","FRA","France",2017,"NY.GDP.MKTP.CD",2588740901639.81,"GDP"
"France","FRA","France",2018,"NY.GDP.MKTP.CD",2789593979064.58,"GDP"
"France","FRA","France",2019,"NY.GDP.MKTP.CD",2728870246705.88,"GDP"
"France","FRA","France",2020,"NY.GDP.MKTP.CD",2630317731455.26,"GDP"
"France","FRA","France",2011,"NY.GDP.MKTP.KD.ZG",2.19270063266654,"GDP Pct Growth"
"France","FRA","France",2012,"NY.GDP.MKTP.KD.ZG",0.313134751077172,"GDP Pct Growth"
"France","FRA","France",2013,"NY.GDP.MKTP.KD.ZG",0.576326674771792,"GDP Pct Growth"
"France","FRA","France",2014,"NY.GDP.MKTP.KD.ZG",0.956183052371557,"GDP Pct Growth"
"France","FRA","France",2015,"NY.GDP.MKTP.KD.ZG",1.1129123405747,"GDP Pct Growth"
"France","FRA","France",2016,"NY.GDP.MKTP.KD.ZG",1.09546440372048,"GDP Pct Growth"
"France","FRA","France",2017,"NY.GDP.MKTP.KD.ZG",2.29141999417021,"GDP Pct Growth"
"France","FRA","France",2018,"NY.GDP.MKTP.KD.ZG",1.86506607081999,"GDP Pct Growth"
"France","FRA","France",2019,"NY.GDP.MKTP.KD.ZG",1.84297181445896,"GDP Pct Growth"
"France","FRA","France",2020,"NY.GDP.MKTP.KD.ZG",-7.85525603703762,"GDP Pct Growth"
"France","FRA","France",2011,"NE.IMP.GNFS.ZS",30.369238945981,"Imports G & S Pct GDP"
